task_id,task_kind,t_index,t,replicate,sobol_power,seed
171,production,21,0.242142857143,3,15,2026082303
172,production,21,0.242142857143,4,15,2026082304
173,production,21,0.242142857143,5,15,2026082305
174,production,21,0.242142857143,6,15,2026082306
175,production,21,0.242142857143,7,15,2026082307
176,production,22,0.245102040816,0,15,2026082300
177,production,22,0.245102040816,1,15,2026082301
178,production,22,0.245102040816,2,15,2026082302
179,production,22,0.245102040816,3,15,2026082303
180,production,22,0.245102040816,4,15,2026082304
181,production,22,0.245102040816,5,15,2026082305
182,production,22,0.245102040816,6,15,2026082306
183,production,22,0.245102040816,7,15,2026082307
184,production,23,0.24806122449,0,15,2026082300
185,production,23,0.24806122449,1,15,2026082301
186,production,23,0.24806122449,2,15,2026082302
187,production,23,0.24806122449,3,15,2026082303
188,production,23,0.24806122449,4,15,2026082304
189,production,23,0.24806122449,5,15,2026082305
190,production,23,0.24806122449,6,15,2026082306
191,production,23,0.24806122449,7,15,2026082307
192,production,24,0.251020408163,0,15,2026082300
193,production,24,0.251020408163,1,15,2026082301
194,production,24,0.251020408163,2,15,2026082302
195,production,24,0.251020408163,3,15,2026082303
196,production,24,0.251020408163,4,15,2026082304
197,production,24,0.251020408163,5,15,2026082305
198,production,24,0.251020408163,6,15,2026082306
199,production,24,0.251020408163,7,15,2026082307
200,production,25,0.253979591837,0,15,2026082300
201,production,25,0.253979591837,1,15,2026082301
202,production,25,0.253979591837,2,15,2026082302
203,production,25,0.253979591837,3,15,2026082303
204,production,25,0.253979591837,4,15,2026082304
205,production,25,0.253979591837,5,15,2026082305
206,production,25,0.253979591837,6,15,2026082306
207,production,25,0.253979591837,7,15,2026082307
208,production,26,0.25693877551,0,15,2026082300
209,production,26,0.25693877551,1,15,2026082301
210,production,26,0.25693877551,2,15,2026082302
211,production,26,0.25693877551,3,15,2026082303
212,production,26,0.25693877551,4,15,2026082304
213,production,26,0.25693877551,5,15,2026082305
214,production,26,0.25693877551,6,15,2026082306
215,production,26,0.25693877551,7,15,2026082307
216,production,27,0.259897959184,0,15,2026082300
217,production,27,0.259897959184,1,15,2026082301
218,production,27,0.259897959184,2,15,2026082302
219,production,27,0.259897959184,3,15,2026082303
220,production,27,0.259897959184,4,15,2026082304
221,production,27,0.259897959184,5,15,2026082305
222,production,27,0.259897959184,6,15,2026082306
223,production,27,0.259897959184,7,15,2026082307
224,production,28,0.262857142857,0,15,2026082300
225,production,28,0.262857142857,1,15,2026082301
226,production,28,0.262857142857,2,15,2026082302
227,production,28,0.262857142857,3,15,2026082303
228,production,28,0.262857142857,4,15,2026082304
229,production,28,0.262857142857,5,15,2026082305
230,production,28,0.262857142857,6,15,2026082306
231,production,28,0.262857142857,7,15,2026082307
232,production,29,0.265816326531,0,15,2026082300
233,production,29,0.265816326531,1,15,2026082301
234,production,29,0.265816326531,2,15,2026082302
235,production,29,0.265816326531,3,15,2026082303
236,production,29,0.265816326531,4,15,2026082304
237,production,29,0.265816326531,5,15,2026082305
238,production,29,0.265816326531,6,15,2026082306
239,production,29,0.265816326531,7,15,2026082307
240,production,30,0.268775510204,0,15,2026082300
241,production,30,0.268775510204,1,15,2026082301
242,production,30,0.268775510204,2,15,2026082302
243,production,30,0.268775510204,3,15,2026082303
244,production,30,0.268775510204,4,15,2026082304
245,production,30,0.268775510204,5,15,2026082305
246,production,30,0.268775510204,6,15,2026082306
247,production,30,0.268775510204,7,15,2026082307
248,production,31,0.271734693878,0,15,2026082300
249,production,31,0.271734693878,1,15,2026082301
250,production,31,0.271734693878,2,15,2026082302
251,production,31,0.271734693878,3,15,2026082303
252,production,31,0.271734693878,4,15,2026082304
253,production,31,0.271734693878,5,15,2026082305
254,production,31,0.271734693878,6,15,2026082306
255,production,31,0.271734693878,7,15,2026082307
256,production,32,0.274693877551,0,15,2026082300
257,production,32,0.274693877551,1,15,2026082301
258,production,32,0.274693877551,2,15,2026082302
259,production,32,0.274693877551,3,15,2026082303
260,production,32,0.274693877551,4,15,2026082304
261,production,32,0.274693877551,5,15,2026082305
262,production,32,0.274693877551,6,15,2026082306
263,production,32,0.274693877551,7,15,2026082307
264,production,33,0.277653061224,0,15,2026082300
